POLICY_NUMBER,INSURANCE_TYPE,PREMIUM_AMOUNT,TENURE
PLC00005623,Life,77.84,84
PLC00002430,Motor,133.87,115
PLC00003391,Mobile,8.8,67
PLC00007178,Travel,52.83,25
PLC00000778,Health,189.75,86
PLC00001192,Motor,70.05,39
PLC00004220,Property,121.42,69
PLC00005077,Health,121.26,9
PLC00002130,Travel,87.49,61
PLC00009739,Property,86.67,14
PLC00002572,Life,73.07,91
PLC00001136,Health,155.78,13
PLC00005258,Life,90.35,65
PLC00009900,Travel,97.15,82
PLC00008774,Motor,96.6,96
PLC00006840,Travel,85.81,69
PLC00008850,Motor,126.65,40
PLC00008174,Life,82.61,34
PLC00007022,Travel,52.05,17
PLC00006017,Health,129.78,26
PLC00007611,Health,173.35,83
PLC00002836,Health,141.37,64
PLC00000462,Travel,95.33,84
PLC00008724,Property,146.82,34
PLC00008454,Property,110.31,56
PLC00008615,Health,109.39,22
PLC00007871,Health,110.68,81
PLC00003433,Mobile,7.85,33
PLC00001546,Life,95.56,31
PLC00007433,Health,177.89,105
PLC00001383,Mobile,6.38,23
PLC00007728,Property,109.68,6
PLC00001604,Health,141.6,65
PLC00000420,Life,79.78,14
PLC00006445,Property,117.24,115
PLC00005383,Property,99.38,77
PLC00006804,Health,190.47,32
PLC00003208,Life,70.05,117
PLC00009613,Mobile,9.1,42
PLC00009696,Mobile,6.54,67
PLC00005479,Life,67.77,14
PLC00006950,Life,77.82,107
PLC00008745,Health,192.13,45
PLC00009067,Mobile,7.21,88
PLC00004557,Property,111.53,56
PLC00008470,Travel,84.63,104
PLC00008909,Mobile,11.31,36
PLC00001144,Mobile,10.14,118
PLC00009016,Health,111.93,87
PLC00000485,Motor,79.05,76
PLC00004476,Motor,110.27,19
PLC00006624,Property,124.89,18
PLC00004069,Mobile,10.13,16
PLC00007523,Motor,112.92,19
PLC00004399,Travel,73.27,76
PLC00002203,Life,81.43,55
PLC00004174,Life,96.36,50
PLC00005761,Life,95.16,67
PLC00006267,Property,140.15,49
PLC00008969,Life,68.6,73
PLC00003844,Mobile,11.98,39
PLC00007353,Health,116.83,113
PLC00008907,Motor,72.56,59
PLC00001870,Property,100.24,77
PLC00006787,Travel,59.54,95
PLC00001880,Property,136.97,75
PLC00007921,Motor,125.38,39
PLC00006682,Travel,95.75,34
PLC00004726,Motor,135.79,69
PLC00009105,Travel,71.61,102
PLC00008516,Property,144.19,88
PLC00006076,Motor,107.17,53
PLC00000660,Travel,87.25,85
PLC00006815,Travel,63.77,71
PLC00007287,Mobile,8.85,59
PLC00004105,Health,168.37,119
PLC00000606,Motor,76.38,91
PLC00001658,Motor,103.16,30
PLC00004510,Motor,104.02,65
PLC00007929,Health,176.86,118
PLC00006085,Mobile,10.58,33
PLC00006788,Health,141.92,78
PLC00006025,Motor,121.05,79
PLC00007123,Mobile,9.01,64
PLC00007431,Life,68.42,98
PLC00003098,Health,136.81,116
PLC00001160,Life,94.75,62
PLC00004360,Mobile,9.06,27
PLC00007941,Mobile,11.31,73
PLC00004092,Health,114.51,58
PLC00006204,Motor,139.0,84
PLC00008097,Mobile,8.88,38
PLC00005405,Travel,85.35,58
PLC00004244,Motor,79.39,115
PLC00004659,Travel,76.09,23
PLC00009889,Life,55.17,28
PLC00009448,Property,89.32,101
PLC00003663,Life,88.78,98
PLC00000647,Motor,88.79,100
PLC00006646,Mobile,7.78,94
PLC00003449,Property,97.12,112
PLC00004650,Travel,57.71,64
PLC00000059,Motor,119.95,85
PLC00003491,Life,85.8,77
PLC00004454,Travel,89.51,64
PLC00008418,Health,183.9,65
PLC00009560,Health,133.68,24
PLC00001194,Property,109.33,114
PLC00000126,Life,67.45,11
PLC00008496,Travel,62.76,17
PLC00002263,Travel,78.47,36
PLC00001041,Property,140.15,71
PLC00004071,Mobile,10.82,102
PLC00007558,Health,107.86,37
PLC00004207,Health,180.45,68
PLC00008838,Property,145.79,46
PLC00009857,Travel,69.75,100
PLC00006423,Motor,105.37,110
PLC00003955,Health,198.41,34
PLC00005786,Mobile,9.28,59
PLC00008211,Property,105.42,19
PLC00006475,Life,86.44,43
PLC00007498,Health,104.81,79
PLC00008929,Travel,65.08,38
PLC00009273,Life,54.79,110
PLC00002165,Mobile,6.36,83
PLC00005195,Motor,130.83,30
PLC00007323,Mobile,6.17,7
PLC00001196,Property,88.69,14
PLC00000239,Life,84.25,95
PLC00009216,Travel,72.21,110
PLC00000901,Life,62.28,65
PLC00008593,Motor,105.84,90
PLC00000575,Health,167.14,43
PLC00006778,Travel,87.39,31
PLC00007407,Travel,84.59,36
PLC00007119,Mobile,6.96,24
PLC00007086,Health,194.17,96
PLC00008056,Property,90.19,37
PLC00001076,Motor,101.95,59
PLC00004120,Travel,53.31,104
PLC00008048,Travel,98.06,18
PLC00001845,Property,124.15,70
PLC00004421,Motor,124.05,38
PLC00009773,Mobile,11.9,6
PLC00000756,Property,139.02,43
PLC00002354,Property,130.98,69
PLC00008407,Travel,55.23,80
PLC00005566,Life,51.0,81
PLC00000874,Life,73.85,108
PLC00005818,Travel,94.26,49
PLC00006641,Travel,64.25,53
PLC00007789,Motor,112.08,33
PLC00009043,Mobile,10.93,61
PLC00004748,Mobile,7.97,89
PLC00007669,Mobile,7.81,21
PLC00006392,Health,158.37,95
PLC00004000,Mobile,8.79,103
PLC00001421,Health,137.19,69
PLC00002413,Health,176.58,24
PLC00001019,Motor,109.99,77
PLC00002598,Health,158.72,18
PLC00007019,Motor,119.96,60
PLC00003095,Motor,97.38,19
PLC00001707,Travel,88.15,35
PLC00002440,Property,107.4,36
PLC00009479,Travel,59.31,62
PLC00008380,Life,69.62,21
PLC00008805,Motor,88.61,78
PLC00009453,Health,166.77,103
PLC00002831,Travel,61.13,16
PLC00003922,Motor,123.23,99
PLC00008050,Travel,66.85,87
PLC00009350,Property,141.34,91
PLC00006014,Mobile,8.71,93
PLC00009333,Health,149.54,19
PLC00005992,Life,95.69,17
PLC00000435,Travel,89.61,96
PLC00006059,Health,135.64,39
PLC00000178,Mobile,8.65,76
PLC00001333,Travel,67.56,62
PLC00004018,Life,99.97,110
PLC00000725,Property,82.01,74
PLC00001221,Travel,83.92,51
PLC00003153,Mobile,8.71,58
PLC00005094,Life,56.84,9
PLC00008027,Life,80.83,43
PLC00004460,Motor,136.87,14
PLC00005280,Motor,88.31,108
PLC00008740,Mobile,7.71,17
PLC00004888,Health,176.39,84
PLC00007218,Motor,123.38,36
PLC00008839,Travel,55.71,34
PLC00000990,Mobile,9.82,105
PLC00006676,Mobile,10.34,67
PLC00005272,Travel,53.58,95
PLC00007524,Health,188.08,34
PLC00008779,Motor,94.36,85
PLC00007235,Travel,79.69,11
PLC00007370,Motor,120.04,62
PLC00008429,Life,50.07,8
PLC00004203,Mobile,9.93,51
PLC00009623,Health,100.84,26
PLC00007149,Life,73.51,16
PLC00002353,Property,112.76,62
PLC00008467,Life,72.79,55
PLC00005559,Property,124.64,19
PLC00002850,Travel,95.29,18
PLC00005073,Motor,112.24,53
PLC00003327,Motor,81.7,16
PLC00008438,Life,74.12,114
PLC00009839,Life,61.68,56
PLC00006772,Travel,71.38,85
PLC00009505,Mobile,8.78,9
PLC00003665,Mobile,11.71,40
PLC00000473,Health,197.91,100
PLC00003268,Health,127.15,21
PLC00003241,Life,97.16,47
PLC00008982,Motor,84.23,49
PLC00008558,Life,89.59,103
PLC00008462,Life,52.27,19
PLC00007971,Life,64.54,67
PLC00001158,Motor,111.37,93
PLC00007759,Mobile,6.81,45
PLC00003180,Health,109.26,93
PLC00003003,Life,69.13,79
PLC00002399,Mobile,11.83,40
PLC00002170,Travel,89.24,53
PLC00006063,Life,78.1,71
PLC00007781,Property,106.49,94
PLC00001209,Life,89.08,53
PLC00006061,Property,113.78,63
PLC00002853,Health,188.61,91
PLC00007867,Health,147.73,111
PLC00000334,Motor,95.38,38
PLC00009843,Property,83.03,84
PLC00006520,Life,78.91,11
PLC00002546,Life,83.18,82
PLC00005421,Motor,84.23,101
PLC00004644,Property,137.3,77
PLC00005480,Life,58.64,29
PLC00003126,Property,153.32,102
PLC00002802,Motor,118.53,64
PLC00007924,Mobile,11.98,68
PLC00005534,Property,130.54,76
PLC00001740,Health,110.72,25
PLC00008400,Life,63.1,62
PLC00007743,Health,180.03,69
PLC00000117,Motor,99.9,98
PLC00003345,Mobile,7.86,44
PLC00007342,Motor,120.34,12
PLC00007932,Health,197.74,52
PLC00006151,Motor,80.17,78
PLC00000028,Property,97.0,33
PLC00006357,Motor,102.35,114
PLC00007734,Travel,80.88,86
PLC00008714,Mobile,9.03,51
PLC00006242,Health,197.76,88
PLC00007540,Mobile,10.13,40
PLC00008936,Property,130.85,49
PLC00001297,Travel,99.41,102
PLC00000494,Motor,74.73,15
PLC00000754,Mobile,7.32,77
PLC00003629,Travel,90.5,110
PLC00003905,Life,94.5,86
PLC00007171,Property,107.5,38
PLC00004408,Motor,128.16,23
PLC00003273,Motor,76.86,14
PLC00003275,Mobile,9.1,18
PLC00008803,Health,147.98,73
PLC00000615,Mobile,6.64,103
PLC00002423,Travel,52.29,49
PLC00001449,Property,135.77,50
PLC00000699,Life,71.27,32
PLC00003877,Life,53.37,82
PLC00003600,Life,56.93,92
PLC00002615,Mobile,8.51,22
PLC00004261,Health,191.89,114
PLC00000263,Travel,69.21,26
PLC00002489,Motor,112.77,28
PLC00002515,Health,169.52,89
PLC00003025,Health,163.52,71
PLC00006039,Health,158.74,76
PLC00001097,Travel,64.8,38
PLC00007447,Health,125.35,24
PLC00003530,Life,66.04,115
PLC00007250,Mobile,7.59,89
PLC00005475,Mobile,9.42,16
PLC00007106,Health,154.29,111
PLC00003299,Motor,90.65,65
PLC00002551,Life,92.37,66
PLC00007741,Mobile,9.87,22
PLC00008217,Motor,73.89,27
PLC00009652,Motor,97.43,72
PLC00004181,Property,94.63,20
PLC00007200,Life,71.64,75
PLC00008000,Life,97.2,37
PLC00003611,Motor,74.5,20
PLC00007936,Travel,97.01,111
PLC00001819,Health,184.55,11
PLC00000525,Life,73.4,22
PLC00002217,Motor,108.63,87
PLC00006593,Life,98.04,70
PLC00008935,Health,159.1,38
PLC00007189,Property,113.28,37
PLC00007476,Mobile,7.95,62
PLC00000804,Motor,138.56,102
PLC00006699,Life,82.77,93
PLC00000008,Mobile,9.22,59
PLC00000437,Motor,110.0,92
PLC00006694,Travel,86.7,59
PLC00000095,Life,68.39,69
PLC00007137,Life,84.19,8
PLC00006716,Property,151.58,80
PLC00001785,Life,72.06,81
PLC00007775,Life,53.46,7
PLC00004758,Mobile,6.89,69
PLC00005068,Property,93.95,53
PLC00000228,Health,152.9,33
PLC00009231,Health,184.63,56
PLC00001270,Motor,93.54,107
PLC00008201,Travel,51.63,64
PLC00007989,Travel,82.76,26
PLC00005003,Health,152.74,80
PLC00008771,Property,109.16,11
PLC00003270,Mobile,11.03,111
PLC00008846,Mobile,9.12,80
PLC00001404,Mobile,7.98,86
PLC00000355,Mobile,7.81,61
PLC00008069,Health,154.65,72
PLC00007466,Travel,92.14,11
PLC00006883,Health,108.72,12
PLC00000389,Mobile,9.51,83
PLC00005111,Motor,139.05,56
PLC00008818,Mobile,9.58,64
PLC00006249,Life,56.95,64
PLC00000954,Health,120.5,103
PLC00005180,Mobile,7.97,73
PLC00005314,Mobile,11.88,13
PLC00003942,Health,132.34,79
PLC00005673,Health,154.58,77
PLC00007575,Travel,95.55,71
PLC00006705,Property,113.92,54
PLC00005115,Health,164.5,42
PLC00008904,Property,102.24,58
PLC00009749,Life,82.29,71
PLC00000085,Life,61.77,88
PLC00006146,Health,132.22,94
PLC00007913,Life,79.51,65
PLC00009255,Mobile,6.81,37
PLC00001616,Mobile,7.26,62
PLC00004410,Health,161.71,63
PLC00003943,Mobile,8.82,23
PLC00005785,Motor,102.41,62
PLC00000369,Motor,78.97,105
PLC00003911,Travel,82.01,9
PLC00008091,Travel,89.65,76
PLC00001416,Property,109.48,58
PLC00009817,Motor,86.65,100
PLC00005325,Life,87.6,24
PLC00008760,Travel,50.87,98
PLC00006058,Property,157.54,70
PLC00000312,Life,65.63,111
PLC00006391,Life,83.55,46
PLC00000902,Life,57.51,16
PLC00005722,Motor,90.17,7
PLC00008290,Property,101.4,54
PLC00005473,Property,99.88,29
PLC00002886,Health,143.47,115
PLC00009055,Life,55.24,86
PLC00006360,Life,71.1,81
PLC00005126,Motor,119.78,80
PLC00006203,Property,139.75,102
PLC00006934,Travel,68.83,12
PLC00003712,Mobile,7.03,105
PLC00005374,Mobile,7.08,71
PLC00003720,Health,127.34,54
PLC00008752,Health,170.45,46
PLC00002016,Travel,57.97,23
PLC00008528,Mobile,11.91,109
PLC00007087,Life,62.87,24
PLC00000087,Travel,88.24,13
PLC00003563,Mobile,8.58,86
PLC00000374,Property,97.16,66
PLC00002890,Travel,52.67,84
PLC00002133,Property,133.3,35
PLC00009499,Life,82.41,74
PLC00006568,Life,69.34,11
PLC00002332,Mobile,11.58,17
PLC00006583,Mobile,10.45,24
PLC00003061,Health,117.7,19
PLC00003393,Motor,92.16,100
PLC00004169,Health,175.9,59
PLC00004339,Property,95.57,7
PLC00004988,Property,152.95,86
PLC00009006,Mobile,10.53,15
PLC00007300,Life,96.35,117
PLC00009938,Travel,65.92,33
PLC00009594,Property,141.71,80
PLC00009442,Travel,90.04,105
PLC00007991,Motor,112.42,14
PLC00005987,Life,82.08,113
PLC00006307,Health,172.4,92
PLC00004978,Life,59.24,53
PLC00007665,Property,121.55,29
PLC00006140,Health,171.31,51
PLC00000386,Life,84.65,61
PLC00002337,Motor,138.64,7
PLC00005591,Life,61.19,80
PLC00009391,Property,109.2,13
PLC00006661,Mobile,11.49,74
PLC00005488,Travel,55.93,12
PLC00009592,Travel,81.34,78
PLC00001636,Health,112.39,113
PLC00004599,Life,70.97,84
PLC00004502,Life,87.95,39
PLC00002556,Motor,96.18,84
PLC00003464,Life,70.33,32
PLC00007621,Property,87.66,60
PLC00000724,Life,76.08,80
PLC00002291,Health,118.97,82
PLC00001890,Life,92.16,13
PLC00003020,Health,197.25,25
PLC00005015,Travel,79.88,85
PLC00001125,Mobile,8.25,96
PLC00006888,Life,96.12,94
PLC00003358,Health,163.21,58
PLC00003094,Motor,122.52,51
PLC00009164,Property,135.0,50
PLC00009276,Life,85.9,8
PLC00007170,Health,144.32,64
PLC00009663,Mobile,9.81,20
PLC00003718,Property,153.45,117
PLC00001525,Mobile,10.57,76
PLC00001375,Property,82.78,66
PLC00002898,Life,90.51,22
PLC00007002,Health,146.06,117
PLC00000113,Travel,87.28,34
PLC00004934,Mobile,10.4,9
PLC00000375,Health,189.07,111
PLC00003425,Property,125.28,6
PLC00005644,Health,183.45,73
PLC00000154,Property,97.82,113
PLC00002077,Travel,81.56,43
PLC00008484,Mobile,9.44,107
PLC00009715,Travel,74.85,55
PLC00009642,Mobile,7.02,92
PLC00004587,Property,113.73,109
PLC00003372,Health,170.12,69
PLC00009575,Life,51.18,28
PLC00007005,Motor,115.54,117
PLC00007959,Motor,104.23,97
PLC00004388,Mobile,9.06,76
PLC00008324,Travel,95.51,46
PLC00008124,Property,128.63,14
PLC00004341,Motor,79.81,30
PLC00009624,Property,133.4,86
PLC00003576,Mobile,11.66,11
PLC00000264,Mobile,11.24,61
PLC00008272,Health,169.27,108
PLC00002103,Life,52.1,33
PLC00008945,Motor,83.61,32
PLC00009506,Mobile,8.91,108
PLC00002897,Health,157.26,78
PLC00002448,Health,187.55,88
PLC00004389,Travel,83.72,15
PLC00003023,Travel,77.63,49
PLC00000938,Life,85.07,23
PLC00007251,Property,86.69,94
PLC00008912,Travel,64.48,48
PLC00009146,Motor,82.82,34
PLC00003932,Travel,91.6,71
PLC00005959,Mobile,11.35,16
PLC00001541,Travel,68.08,91
PLC00002475,Property,149.37,36
PLC00008927,Health,130.85,84
PLC00005900,Health,101.17,119
PLC00004235,Mobile,6.56,78
PLC00001163,Property,113.75,53
PLC00004253,Travel,59.65,69
PLC00000211,Property,126.64,53
PLC00009646,Life,57.35,76
PLC00004134,Travel,77.47,16
PLC00004011,Health,117.76,60
PLC00001937,Property,101.64,18
PLC00000797,Travel,81.86,12
PLC00004414,Property,135.94,54
PLC00009673,Motor,117.6,33
PLC00000844,Life,89.32,50
PLC00003151,Travel,53.96,94
PLC00008598,Motor,75.62,54
PLC00008068,Mobile,10.22,32
PLC00002600,Property,94.52,24
PLC00001372,Life,76.05,61
PLC00005452,Health,175.02,41
PLC00006831,Travel,94.21,19
PLC00008316,Property,116.72,11
PLC00004139,Health,164.28,60
PLC00004192,Travel,59.16,36
PLC00002136,Health,183.95,101
PLC00004546,Mobile,6.87,34
PLC00006013,Property,157.09,42
PLC00007597,Mobile,9.69,69
PLC00008759,Life,78.15,103
PLC00006319,Mobile,8.33,14
PLC00002036,Travel,73.06,108
PLC00000603,Mobile,11.28,94
PLC00001970,Property,134.7,7
PLC00009151,Mobile,11.74,94
PLC00000570,Health,127.42,109
PLC00002319,Mobile,11.64,103
PLC00003830,Mobile,7.69,71
PLC00004874,Property,138.49,111
PLC00002554,Property,121.69,27
PLC00004511,Mobile,10.99,78
PLC00005586,Travel,77.53,8
PLC00005808,Mobile,8.7,32
PLC00001146,Travel,78.46,101
PLC00009901,Health,112.92,41
PLC00004111,Mobile,6.77,65
PLC00008381,Motor,121.72,82
PLC00001068,Property,137.68,49
PLC00007551,Property,149.77,6
PLC00003936,Property,103.71,15
PLC00000516,Life,85.33,79
PLC00007742,Mobile,10.13,112
PLC00007967,Life,95.43,89
PLC00000675,Motor,75.06,11
PLC00005544,Property,152.24,77
PLC00003292,Motor,82.4,34
PLC00007701,Life,96.53,116
PLC00002238,Property,141.33,105
PLC00005337,Property,159.88,109
PLC00001078,Travel,84.85,27
PLC00004271,Travel,77.18,90
PLC00002274,Property,83.88,14
PLC00001479,Travel,84.82,13
PLC00006264,Life,60.68,63
PLC00003261,Travel,77.82,42
PLC00000118,Property,114.42,19
PLC00004191,Mobile,11.21,54
PLC00005923,Health,121.92,29
PLC00000583,Mobile,9.01,21
PLC00006921,Health,150.66,86
PLC00008713,Health,109.54,78
PLC00009208,Travel,87.24,66
PLC00006885,Health,145.81,21
PLC00000986,Motor,96.11,109
PLC00007409,Travel,51.3,88
PLC00002719,Motor,117.49,73
PLC00006900,Health,153.75,116
PLC00005265,Life,68.81,42
PLC00000339,Travel,84.67,37
PLC00002257,Health,121.07,77
PLC00006462,Health,153.52,108
PLC00005597,Mobile,7.57,83
PLC00004669,Travel,57.13,119
PLC00009495,Health,110.68,53
PLC00001104,Mobile,8.62,110
PLC00007410,Mobile,11.17,110
PLC00001378,Travel,67.96,105
PLC00008983,Health,117.83,18
PLC00005216,Property,126.45,117
PLC00001434,Motor,93.16,118
PLC00009932,Health,125.05,14
PLC00004863,Motor,117.15,18
PLC00002139,Motor,101.15,39
PLC00006110,Life,65.93,13
PLC00004298,Life,90.83,64
PLC00007121,Life,83.38,54
PLC00005617,Life,65.59,66
PLC00008278,Property,108.87,108
PLC00000235,Life,84.0,34
PLC00003810,Life,99.84,53
PLC00001355,Life,75.87,72
PLC00003973,Property,86.92,118
PLC00001487,Travel,58.06,7
PLC00003781,Life,92.73,30
PLC00004979,Travel,69.94,100
PLC00006030,Property,138.41,96
PLC00007414,Motor,85.0,65
PLC00007035,Mobile,11.87,58
PLC00006758,Travel,93.7,79
PLC00001828,Property,146.79,90
PLC00006168,Travel,94.66,119
PLC00005023,Mobile,10.48,114
PLC00003797,Mobile,11.17,68
PLC00000423,Property,93.07,11
PLC00000723,Life,88.54,73
PLC00005171,Motor,91.32,29
PLC00007614,Motor,74.2,68
PLC00002668,Travel,60.28,35
PLC00005680,Mobile,8.04,51
PLC00002412,Property,129.93,91
PLC00004237,Travel,88.61,99
PLC00003538,Life,99.32,109
PLC00003262,Life,76.31,14
PLC00004742,Life,54.77,12
PLC00000137,Motor,120.64,106
PLC00006945,Motor,70.97,38
PLC00009960,Property,120.31,60
PLC00005739,Motor,95.58,77
PLC00002638,Life,70.67,107
PLC00008674,Mobile,8.95,34
PLC00009014,Health,114.62,10
PLC00004696,Travel,56.35,66
PLC00006049,Motor,105.1,42
PLC00004275,Motor,129.6,14
PLC00000864,Property,103.84,28
PLC00000155,Life,76.92,11
PLC00004648,Life,52.27,19
PLC00008023,Property,119.41,118
PLC00007061,Motor,110.18,111
PLC00006202,Property,138.3,72
PLC00001687,Motor,90.58,56
PLC00003624,Life,79.2,111
PLC00003290,Mobile,9.01,114
PLC00003590,Mobile,10.6,100
PLC00002297,Life,78.25,75
PLC00003894,Health,189.5,84
PLC00001249,Travel,81.08,117
PLC00005300,Travel,58.06,59
PLC00008294,Life,84.71,76
PLC00007437,Life,60.5,37
PLC00000330,Property,88.69,16
PLC00009814,Life,87.37,37
PLC00008566,Health,134.56,60
PLC00003856,Life,73.52,26
PLC00007920,Property,90.99,69
PLC00007951,Property,91.18,80
PLC00001042,Property,130.1,31
PLC00009513,Travel,52.64,37
PLC00002586,Life,94.85,43
PLC00005319,Motor,131.91,95
PLC00000461,Mobile,8.91,94
PLC00008978,Mobile,9.9,31
PLC00000740,Property,103.84,27
PLC00000280,Mobile,11.54,23
PLC00005191,Property,95.27,28
PLC00004802,Property,107.09,78
PLC00005511,Property,147.47,111
PLC00002927,Travel,83.45,114
PLC00000035,Motor,89.42,70
PLC00009917,Motor,130.36,73
PLC00001535,Travel,58.22,9
PLC00008672,Travel,98.94,22
PLC00004586,Motor,124.09,58
PLC00000830,Health,112.24,17
PLC00000314,Mobile,6.08,68
PLC00004234,Life,65.38,115
PLC00006505,Travel,62.69,118
PLC00007256,Life,59.95,92
PLC00007749,Motor,85.43,40
PLC00004723,Health,101.98,72
PLC00009564,Property,138.44,13
PLC00003910,Life,82.0,104
PLC00001005,Motor,106.34,118
PLC00005692,Travel,96.92,58
PLC00006939,Property,148.1,30
PLC00009352,Motor,114.01,47
PLC00002110,Mobile,6.89,109
PLC00001635,Travel,62.69,77
PLC00005344,Mobile,10.5,62
PLC00006037,Travel,94.47,48
PLC00007559,Mobile,11.04,68
PLC00007997,Mobile,7.52,68
PLC00001569,Motor,99.04,8
PLC00000528,Travel,80.52,111
PLC00007703,Health,120.27,25
PLC00001995,Travel,50.81,64
PLC00005407,Mobile,6.88,21
PLC00007568,Life,51.65,34
PLC00000985,Motor,136.11,7
PLC00008221,Mobile,7.83,71
PLC00006029,Health,106.91,95
PLC00000213,Mobile,9.55,27
PLC00006728,Property,156.0,67
PLC00002492,Health,135.81,32
PLC00005627,Motor,128.46,99
PLC00002544,Property,94.52,64
PLC00005652,Life,80.12,79
PLC00005615,Property,152.3,79
PLC00006074,Mobile,9.18,74
PLC00003609,Travel,79.46,55
PLC00001229,Health,155.7,94
PLC00004103,Mobile,9.86,74
PLC00006122,Life,99.12,115
PLC00008489,Property,118.39,101
PLC00006662,Mobile,11.57,110
PLC00008049,Health,128.18,110
PLC00000972,Life,54.97,81
PLC00004617,Travel,75.61,82
PLC00008258,Life,69.63,8
PLC00001167,Motor,128.51,119
PLC00004131,Life,92.96,16
PLC00003426,Life,63.0,39
PLC00000934,Mobile,6.67,79
PLC00004626,Travel,85.59,80
PLC00003738,Property,104.55,56
PLC00002943,Mobile,9.63,13
PLC00007010,Property,142.51,110
PLC00005292,Mobile,11.92,74
PLC00003465,Mobile,6.22,53
PLC00002654,Health,114.82,108
PLC00004986,Mobile,6.86,19
PLC00009250,Property,133.11,72
PLC00007282,Life,75.88,94
PLC00002642,Life,76.84,59
PLC00004638,Motor,105.39,105
PLC00009511,Motor,138.26,43
PLC00008366,Motor,138.89,88
PLC00003779,Property,84.59,47
PLC00004293,Travel,67.66,25
PLC00002685,Property,122.18,51
PLC00006365,Mobile,9.0,77
PLC00007248,Motor,80.01,69
PLC00000365,Motor,107.19,72
PLC00009783,Travel,66.91,38
PLC00000466,Life,62.02,101
PLC00001365,Travel,69.53,75
PLC00006437,Travel,57.84,57
PLC00000992,Mobile,9.04,112
PLC00005792,Travel,54.87,102
PLC00004727,Health,151.88,104
PLC00002197,Mobile,9.26,21
PLC00007835,Mobile,7.89,32
PLC00003495,Life,57.44,51
PLC00006231,Mobile,11.79,49
PLC00002652,Travel,64.91,97
PLC00009670,Travel,81.33,33
PLC00006610,Motor,133.69,108
PLC00005321,Property,121.32,112
PLC00004813,Life,87.35,58
PLC00001872,Property,135.83,111
PLC00008140,Motor,106.78,22
PLC00001341,Motor,95.43,47
PLC00001410,Mobile,10.54,23
PLC00004079,Health,105.72,104
PLC00002159,Travel,84.81,108
PLC00004393,Property,109.7,74
PLC00005100,Travel,84.78,101
PLC00001838,Life,80.37,9
PLC00006518,Mobile,8.17,52
PLC00007982,Life,74.46,110
PLC00007016,Life,85.24,25
PLC00001596,Health,199.11,82
PLC00007762,Travel,63.17,99
PLC00006139,Motor,124.74,19
PLC00000931,Health,198.13,44
PLC00003748,Travel,65.19,10
PLC00006262,Mobile,7.14,101
PLC00009791,Health,147.18,39
PLC00008128,Property,117.35,15
PLC00002614,Mobile,6.41,31
PLC00001831,Health,126.78,43
PLC00007213,Property,89.51,60
PLC00009678,Life,76.66,94
PLC00006303,Mobile,9.13,88
PLC00007973,Mobile,8.6,100
PLC00006273,Mobile,6.2,55
PLC00008755,Mobile,9.95,51
PLC00004214,Life,89.01,30
PLC00009515,Property,152.05,14
